delta,mean_vb,cost80_within,cost80_struct
0.0,0.005582404496690459,0.4505855047391163,0.46532823059403255
0.5,0.005481166997572687,0.46032454214328156,0.4624471231804133
1.0,0.005610173022415164,0.4483776301210037,0.46282433575113907
1.5,0.005462050039430707,0.454003793557135,0.4693881811145166
2.0,0.005717875457390609,0.44819352285660136,0.4685382409408441
2.5,0.00545438398960716,0.4540187891166085,0.4619143246886841
3.0,0.005133602979926665,0.47313961942310473,0.4755973650766812
